interveningOpponents,interveningTeammates,minute,second,label,distance,angle,playType_جریان بازی,playType_ضربه آزاد مستقیم,playType_مستقیم از کرنر,playType_پنالتی,bodyPart_سایر,bodyPart_سر,bodyPart_پا,interferenceOnShooter_زیاد,interferenceOnShooter_متوسط,interferenceOnShooter_کم
2,0,92,33,0,11.07386563039303,34.43173511442392,1,0,0,0,0,0,1,1,0,0
2,0,16,59,0,25.54788640964258,14.870410243382418,1,0,0,0,0,0,1,0,1,0
1,0,88,28,0,15.620540963743862,21.200938108580225,1,0,0,0,0,0,1,0,0,1
3,0,45,8,0,24.15825324811378,17.08315466163813,1,0,0,0,0,0,1,0,1,0
1,0,68,14,0,14.817938453104738,20.836807420708254,1,0,0,0,0,0,1,0,1,0
1,0,90,18,1,2.9167790454540774,103.69643846962076,1,0,0,0,0,0,1,0,1,0
3,0,56,47,0,29.517161110106777,13.751186679483226,1,0,0,0,0,0,1,0,1,0
3,0,37,31,0,14.039633186091438,25.031337483669855,1,0,0,0,0,0,1,1,0,0
1,0,23,13,0,9.844942864232378,40.45417638940763,1,0,0,0,0,1,0,0,0,1
3,1,28,48,0,17.822572766017817,23.07836207873172,1,0,0,0,0,0,1,0,1,0
2,0,27,33,0,27.678457326953755,13.764789581790641,1,0,0,0,0,0,1,0,1,0
1,0,26,25,0,2.5,116.01642172136668,1,0,0,0,0,0,1,0,1,0
2,0,45,9,0,7.501526511317547,50.98652426310195,1,0,0,0,0,0,1,1,0,0
3,0,65,34,0,13.053191180703667,23.285509866619286,1,0,0,0,0,1,0,1,0,0
4,0,44,39,0,28.39529010240959,10.691248833169789,1,0,0,0,0,0,1,0,0,1
1,0,33,15,0,9.146201397301505,40.612092203222296,1,0,0,0,0,0,1,0,0,1
0,0,42,54,1,3.6824041060155257,89.26427496515319,1,0,0,0,0,0,1,0,0,1
3,1,69,25,0,27.793596384778997,14.043965227009286,1,0,0,0,0,0,1,0,0,1
1,0,14,9,0,18.348692051478764,12.115013564606437,1,0,0,0,0,0,1,0,0,1
3,1,15,14,0,27.533189063383126,14.304625007968475,1,0,0,0,0,0,1,0,0,1
1,0,29,0,0,16.51889221467348,16.097771284138062,1,0,0,0,0,0,1,1,0,0
1,1,75,23,0,7.628918665184471,50.70658170905978,1,0,0,0,0,1,0,0,1,0
4,0,55,30,0,6.523258388259659,58.421075017067324,1,0,0,0,0,0,1,1,0,0
3,2,39,17,0,30.945004443366944,12.42964889678321,1,0,0,0,0,0,1,0,1,0
2,0,60,27,0,15.663068026411684,6.731813960282001,1,0,0,0,0,0,1,0,1,0
2,0,46,40,0,9.28401314087825,42.86457580127369,1,0,0,0,0,0,1,0,1,0
1,0,91,10,1,6.175572847922694,53.02759632277948,1,0,0,0,0,0,1,0,1,0
2,0,38,48,0,17.50012857095627,13.33051132251144,1,0,0,0,0,0,1,1,0,0
2,0,37,4,0,7.958498602123393,37.52517703636447,1,0,0,0,0,1,0,1,0,0
4,1,79,25,0,35.707384390347045,10.893621959340612,1,0,0,0,0,0,1,0,0,1
2,1,57,20,0,8.674128198268688,44.2485576343635,1,0,0,0,0,1,0,0,0,1
4,1,26,47,0,26.330153816489567,14.018828328267691,0,1,0,0,0,0,1,0,0,1
1,0,37,12,1,10.97,36.90123249850194,0,0,0,1,0,0,1,0,0,1
2,0,63,35,1,13.831623187464297,25.26283571588557,1,0,0,0,0,1,0,0,0,1
2,0,32,49,0,23.467343266761155,17.176865972892287,1,0,0,0,0,0,1,0,1,0
3,0,3,16,0,26.770814332029577,14.55191337099185,1,0,0,0,0,0,1,0,1,0
1,0,24,31,1,3.031517771678075,100.87669117155804,1,0,0,0,0,1,0,1,0,0
3,0,59,24,0,24.778801423797724,15.782333098296098,1,0,0,0,0,0,1,0,1,0
2,0,16,17,0,7.966052974968219,21.83281679750094,1,0,0,0,0,0,1,0,0,1
3,1,29,38,0,26.229771253291556,13.543805419942602,1,0,0,0,0,0,1,0,1,0
2,0,24,16,0,10.86190130686152,36.8809141704427,1,0,0,0,0,1,0,1,0,0
1,0,87,44,0,11.922386506064967,28.324181104982685,1,0,0,0,0,1,0,0,0,1
4,1,2,18,0,28.08291295432153,14.64698031660145,1,0,0,0,0,0,1,0,1,0
4,2,14,13,0,25.500119607562628,16.29915106867804,1,0,0,0,0,0,1,0,1,0
1,0,40,42,0,12.74093010733518,28.331838498742528,1,0,0,0,0,0,1,0,1,0
1,0,45,51,1,8.226809831277249,47.09814036960088,1,0,0,0,0,0,1,1,0,0
2,0,82,56,1,17.649413587992097,16.37929851529367,1,0,0,0,0,0,1,0,0,1
5,2,29,51,0,16.88287001667667,20.629426993883058,1,0,0,0,0,0,1,0,0,1
4,0,13,48,0,20.40882162203394,16.161817556945888,1,0,0,0,0,0,1,0,1,0
3,1,24,22,0,24.960040064070412,16.671509465435058,1,0,0,0,0,0,1,0,0,1
2,0,15,56,0,16.81810928731289,21.121662917605995,1,0,0,0,0,0,1,0,0,1
5,0,31,45,0,33.178477963884966,12.586860074097924,1,0,0,0,0,0,1,0,1,0
3,0,35,21,0,13.854187092716773,27.542111006484152,1,0,0,0,0,1,0,0,1,0
2,0,88,37,0,8.521766248847712,44.604862957492514,1,0,0,0,0,0,1,0,1,0
2,0,0,36,0,21.724718640295436,10.375516297421065,1,0,0,0,0,0,1,0,1,0
2,0,52,56,0,24.960040064070412,16.671509465435058,1,0,0,0,0,0,1,0,0,1
7,4,57,31,0,22.71202544908754,18.29223800101429,1,0,0,0,0,0,1,0,0,1
7,3,84,25,0,24.00543480131114,15.240458775547712,0,1,0,0,0,0,1,0,0,1
1,0,92,50,1,3.1527924130839953,98.97183348339254,1,0,0,0,0,0,1,0,0,1
3,0,24,59,0,23.89243394884665,14.150411617759774,1,0,0,0,0,0,1,0,1,0
1,0,94,38,0,16.129128928742556,14.120415936332328,1,0,0,0,0,0,1,0,0,1
3,1,46,7,0,27.819872393668522,14.530787740303218,1,0,0,0,0,0,1,0,1,0
3,0,59,28,0,13.526215287359582,12.74634606532947,1,0,0,0,0,0,1,0,1,0
7,4,22,38,1,23.19769169551143,17.207041576066963,0,1,0,0,0,0,1,0,0,1
2,0,65,54,1,10.092095917102652,39.55283093723784,1,0,0,0,0,0,1,0,1,0
2,0,81,14,0,21.04524886999439,17.018756544583265,1,0,0,0,0,0,1,0,1,0
2,0,44,40,0,17.754562793828523,11.954202700911104,1,0,0,0,0,0,1,0,1,0
1,0,37,10,0,13.259460773349723,24.217663126889306,1,0,0,0,0,0,1,0,0,1
3,2,47,0,0,32.85588227395515,12.64297924455393,1,0,0,0,0,0,1,0,0,1
1,0,77,47,1,11.528803060161971,23.88422855862532,1,0,0,0,0,0,1,0,1,0
3,0,47,6,0,25.748089249495777,11.74522783250744,1,0,0,0,0,0,1,0,0,1
2,0,34,11,0,23.58141005113986,16.31469776307315,1,0,0,0,0,0,1,0,1,0
5,1,78,25,0,29.607811469272768,14.012557234268835,1,0,0,0,0,0,1,0,0,1
3,1,21,24,0,14.642011473837876,26.131025689432743,1,0,0,0,0,0,1,0,0,1
1,0,64,45,0,7.743900825811241,45.524878677899466,1,0,0,0,0,1,0,0,0,1
2,0,28,9,0,15.936790768533044,20.395267446915383,1,0,0,0,0,0,1,0,1,0
4,0,49,35,0,27.405320651289596,11.607823365200213,1,0,0,0,0,0,1,0,0,1
2,0,56,52,0,19.250259738507427,13.228173492485645,1,0,0,0,0,0,1,0,1,0
1,0,69,28,0,38.35907324219395,10.637189287501466,1,0,0,0,0,0,1,0,1,0
1,0,82,11,0,13.979574385509741,8.552886453507874,1,0,0,0,0,0,1,1,0,0
5,0,75,36,0,19.474665594048076,20.7636102689422,1,0,0,0,0,0,1,0,0,1
1,0,12,37,0,29.646753616542906,9.694564777736087,1,0,0,0,0,0,1,0,1,0
1,0,28,52,0,13.693476549072555,17.456628571402057,1,0,0,0,0,0,1,0,0,1
2,0,48,43,1,14.849033638590763,14.335047024045705,1,0,0,0,0,0,1,0,0,1
1,0,47,6,0,17.17976134874987,23.467398590159505,1,0,0,0,0,0,1,0,0,1
2,0,91,50,0,9.483295840582008,42.19745863930839,1,0,0,0,0,1,0,0,0,1
2,0,48,8,0,7.139355713227911,53.66882423489845,1,0,0,0,0,1,0,1,0,0
1,0,71,5,0,12.337787483985936,32.258293099513814,1,0,0,0,0,1,0,0,0,1
1,0,84,48,0,15.300277775256239,11.692887042582713,1,0,0,0,0,0,1,0,0,1
3,0,12,15,0,19.744796782950186,9.634016227192143,1,0,0,0,0,0,1,0,1,0
2,0,84,55,0,5.762169730231833,63.76254383507534,1,0,0,0,0,1,0,0,1,0
4,1,61,10,0,29.69606202849125,10.710413585675365,0,1,0,0,0,0,1,0,0,1
4,1,64,8,0,15.067889699622839,13.91304755187698,1,0,0,0,0,1,0,1,0,0
2,0,46,28,0,10.943514060849012,34.482079958713996,1,0,0,0,0,1,0,1,0,0
1,0,17,17,0,5.017738534439594,70.27824395408827,1,0,0,0,0,1,0,0,0,1
2,0,14,16,0,9.375126665810974,38.961330056435834,1,0,0,0,0,0,1,1,0,0
2,0,74,47,0,42.61147263355257,9.770656127884639,1,0,0,0,0,0,1,0,1,0
2,0,9,14,0,16.826743594647183,16.22009684621075,1,0,0,0,0,0,1,0,1,0
2,1,89,57,0,20.449528111914955,14.654058210111616,1,0,0,0,0,0,1,0,1,0
7,3,3,55,0,25.334887013760294,15.425742916158578,0,1,0,0,0,0,1,0,0,1
2,1,88,54,0,9.705179029775804,38.341743363663504,1,0,0,0,0,1,0,0,1,0
2,1,23,12,0,8.299427691112202,42.64060552661897,1,0,0,0,0,1,0,0,1,0
3,0,89,29,0,10.768161402950831,29.66446142895832,1,0,0,0,0,1,0,1,0,0
6,2,45,7,0,28.00151603038664,14.857156595755654,0,1,0,0,0,0,1,0,0,1
2,0,51,0,1,7.830415059241751,49.73923877942061,1,0,0,0,0,1,0,1,0,0
2,0,91,35,0,14.048523054043796,9.021127829604719,1,0,0,0,0,0,1,1,0,0
1,0,50,23,0,13.107097314050888,29.45388180671717,1,0,0,0,0,0,1,0,0,1
3,0,2,35,0,14.777635128801903,26.10232477372213,1,0,0,0,0,0,1,0,1,0
2,0,7,47,1,3.904177250074592,85.86478563166318,1,0,0,0,0,0,1,0,0,1
1,0,75,1,1,3.9433615101839194,85.50020984338461,1,0,0,0,0,0,1,0,1,0
2,0,89,40,0,24.695062259488232,16.857362706355136,1,0,0,0,0,0,1,0,1,0
3,0,51,24,0,24.88294395765903,14.85514672116796,1,0,0,0,0,0,1,0,0,1
3,0,40,58,0,17.917848643182584,18.38618808628469,1,0,0,0,0,1,0,0,0,1
2,0,82,0,1,12.822082514162823,26.37609484937064,1,0,0,0,0,0,1,0,0,1
1,0,55,53,0,14.875204200279068,26.98446992486648,1,0,0,0,0,0,1,0,1,0
3,1,35,19,0,19.934124008844734,14.912944757767214,1,0,0,0,0,0,1,0,1,0
4,1,20,27,0,14.612111414850355,13.829659345395305,1,0,0,0,0,1,0,0,0,1
3,0,63,58,0,28.95522405370057,14.157444650123162,1,0,0,0,0,0,1,0,0,1
2,0,27,31,0,28.932251899912668,11.767014471127021,1,0,0,0,0,0,1,0,1,0
6,2,31,31,0,27.01481075262235,15.24875998056624,1,0,0,0,0,0,1,0,0,1
6,2,85,55,0,22.0081802973349,15.596792154037786,1,0,0,0,0,0,1,0,0,1
4,1,9,36,0,7.966052974968219,21.83281679750094,1,0,0,0,0,1,0,1,0,0
3,1,33,5,0,10.424034727493957,36.7831636384799,1,0,0,0,0,1,0,0,1,0
2,0,55,32,0,26.18600007637669,12.849317910411484,1,0,0,0,0,0,1,0,0,1
3,0,62,45,0,22.96178564484914,18.09691576766969,1,0,0,0,0,0,1,0,1,0
1,0,57,58,0,7.546548880117322,51.498833562667855,1,0,0,0,0,0,1,0,1,0
7,2,64,25,0,24.42904828273095,15.231311893585206,0,1,0,0,0,0,1,0,0,1
2,1,27,21,1,3.08262874832504,100.08570698573152,1,0,0,0,0,1,0,1,0,0
6,0,86,21,0,23.6628654224293,17.429294240086104,1,0,0,0,0,0,1,0,0,1
3,0,56,2,0,14.599263680062773,26.693174340832655,1,0,0,0,0,0,1,0,0,1
1,0,57,38,0,12.935737319534592,25.387426415953886,1,0,0,0,0,0,1,0,0,1
1,0,69,43,1,5.4697074876084555,65.66142134246029,1,0,0,0,0,0,1,0,1,0
3,0,9,28,0,9.742838395457456,41.141001019014745,1,0,0,0,0,0,1,0,0,1
0,0,78,23,1,6.703372285648471,47.72897415220593,1,0,0,0,0,0,1,0,0,1
2,0,3,24,0,13.43134393871291,28.65976098258741,1,0,0,0,0,0,1,0,0,1
1,0,52,11,1,10.97,36.90123249850194,0,0,0,1,0,0,1,0,0,1
2,0,52,52,0,6.7126894759105316,49.07841556062946,1,0,0,0,0,1,0,0,1,0
4,1,26,15,0,28.93972010922013,14.411195453570096,1,0,0,0,0,0,1,0,0,1
3,1,52,38,0,26.82776546788793,14.630740266826178,1,0,0,0,0,0,1,0,0,1
3,1,65,58,0,8.288124033820923,45.6586514723327,1,0,0,0,0,0,1,0,1,0
2,4,82,37,0,22.23799451389446,16.283644272610097,1,0,0,0,0,0,1,1,0,0
2,0,12,49,0,16.17643347589326,23.445903081277848,1,0,0,0,0,0,1,0,0,1
3,0,29,9,0,18.35006811976457,18.41911581695868,1,0,0,0,0,0,1,0,1,0
1,0,82,8,0,21.162291936366437,19.442352673583024,1,0,0,0,0,0,1,0,1,0
2,0,63,52,0,24.37966775819556,12.92217914901643,1,0,0,0,0,0,1,0,1,0
1,0,32,5,0,18.045057495059417,22.83405452189993,1,0,0,0,0,0,1,0,1,0
4,2,7,59,0,18.302458851203575,14.326691528783256,1,0,0,0,0,1,0,0,1,0
5,1,45,52,1,22.601170323680144,17.134556353547964,1,0,0,0,0,0,1,0,1,0
5,0,58,58,0,15.96195789995701,25.826052492045637,1,0,0,0,0,0,1,1,0,0
4,0,87,4,0,19.501910162853278,19.96497011641875,1,0,0,0,0,0,1,1,0,0
5,0,26,46,0,11.07386563039303,34.43173511442392,1,0,0,0,0,0,1,0,1,0
1,1,27,14,0,8.724133194764969,41.12276995220897,1,0,0,0,0,1,0,0,1,0
2,0,63,44,0,8.12528153358393,37.367179575685704,1,0,0,0,0,1,0,0,1,0
2,0,32,8,0,23.86484653208564,14.53646051205808,1,0,0,0,0,0,1,0,1,0
2,0,29,6,0,22.75351621178582,14.61062595117218,1,0,0,0,0,0,1,0,1,0
3,0,69,21,1,8.819036228522933,44.787313675169294,1,0,0,0,0,0,1,0,0,1
2,0,64,59,0,27.008091380177166,7.552830384956499,1,0,0,0,0,0,1,0,1,0
1,0,8,19,1,5.144667141808108,69.35612759644957,1,0,0,0,1,0,0,0,1,0
2,0,87,13,0,8.381557134566346,42.94904573011649,1,0,0,0,0,1,0,1,0,0
2,0,1,42,0,15.626861489115464,24.274994472891674,1,0,0,0,0,0,1,1,0,0
3,1,44,48,0,31.896026398283535,12.903072294269071,1,0,0,0,0,0,1,0,0,1
1,0,5,19,0,8.598139333600033,42.13040646127844,1,0,0,0,0,1,0,0,0,1
4,1,53,40,0,22.739527259817873,18.24985452223033,1,0,0,0,0,0,1,1,0,0
3,0,89,1,0,14.07918321494539,3.964701763530889,1,0,0,0,0,0,1,1,0,0
2,0,49,15,0,13.071679310631822,19.172617856196236,1,0,0,0,0,0,1,0,1,0
3,0,91,50,0,26.64271194904903,12.418210287691938,1,0,0,0,0,0,1,0,0,1
2,0,36,1,0,16.855770525253362,12.54560444532152,1,0,0,0,0,0,1,0,0,1
2,0,59,48,0,8.299427691112202,42.64060552661897,1,0,0,0,0,0,1,1,0,0
3,1,49,26,0,11.643062311952127,34.49952712921961,1,0,0,0,0,1,0,0,0,1
2,0,84,4,0,8.844800732633834,42.89776775890289,1,0,0,0,0,0,1,0,1,0
2,0,25,20,0,17.723622654525233,15.275119803748238,1,0,0,0,0,0,1,0,1,0
3,1,51,46,0,19.11289093779379,21.51326825980706,1,0,0,0,0,0,1,0,1,0
4,0,7,20,0,12.366317155887602,25.837289250432576,1,0,0,0,0,1,0,1,0,0
2,0,41,8,0,12.423606561703409,32.400161168544116,1,0,0,0,0,1,0,0,1,0
2,0,43,13,1,10.794466174850891,32.514143210616474,1,0,0,0,0,0,1,0,0,1
1,0,74,36,1,3.8144593325922354,87.58522517823481,1,0,0,0,0,0,1,0,1,0
6,2,30,3,0,28.46445151412547,14.390325037454675,0,1,0,0,0,0,1,0,0,1
3,1,88,39,0,20.449528111914955,14.654058210111616,1,0,0,0,0,0,1,0,1,0
1,0,32,46,0,13.277650394554001,15.663342428765842,1,0,0,0,0,0,1,0,1,0
7,3,54,34,0,28.472140769531187,14.011945377725858,0,1,0,0,0,0,1,0,0,1
2,0,55,11,0,7.628918665184471,50.70658170905978,1,0,0,0,0,1,0,0,1,0
2,0,43,32,0,21.814673960433147,15.025990116857757,1,0,0,0,0,0,1,0,1,0
2,0,85,12,0,18.551078135784994,18.319223506114565,1,0,0,0,0,0,1,0,1,0
6,2,36,34,0,25.086781379842254,13.33781891554537,0,1,0,0,0,0,1,0,0,1
3,0,81,19,0,12.9491698575623,30.609977740651242,1,0,0,0,0,0,1,1,0,0
2,0,65,0,0,15.018032494304972,22.862529181273796,1,0,0,0,0,0,1,0,1,0
1,0,61,27,1,3.278353245152206,96.37073546460326,1,0,0,0,0,1,0,0,0,1
3,0,40,40,0,21.25288215748631,16.036199822310575,1,0,0,0,0,0,1,0,0,1
3,1,65,23,0,29.22882994579154,12.723942665042964,1,0,0,0,0,0,1,0,1,0
2,0,17,42,0,16.17643347589326,11.222772786086939,1,0,0,0,0,0,1,0,1,0
3,0,94,29,0,15.22830588082601,14.967009601827641,1,0,0,0,0,0,1,0,1,0
4,0,66,10,0,23.91445587923756,17.077696436373955,1,0,0,0,0,0,1,0,1,0
1,0,90,16,0,8.658689277252073,45.229967939364826,1,0,0,0,0,0,1,0,0,1
2,0,37,23,0,14.321009042661764,17.446203704534472,1,0,0,0,0,0,1,0,0,1
2,1,39,46,0,13.865006310853234,29.316687113823725,1,0,0,0,0,0,1,0,0,1
4,1,20,45,0,11.121299384514383,28.645150938118146,1,0,0,0,0,0,1,1,0,0
1,0,60,27,0,11.854661530385421,19.028150385502748,1,0,0,0,0,0,1,0,0,1
2,0,86,34,0,30.17105400876807,9.589146352760043,1,0,0,0,0,0,1,0,0,1
2,0,82,27,0,12.383295199582381,30.406696324849545,1,0,0,0,0,1,0,0,1,0
2,1,30,40,0,11.39685921646837,35.1848143585773,1,0,0,0,0,0,1,0,1,0
2,1,40,23,0,10.61369398465963,34.24343016875175,1,0,0,0,0,0,1,0,1,0
3,0,8,31,0,9.067552040104319,39.42494000858492,1,0,0,0,0,1,0,0,1,0
0,0,34,24,1,6.251415839631852,57.416123000537134,1,0,0,0,0,1,0,0,0,1
5,1,19,42,0,26.26283495740702,15.105528985529892,0,1,0,0,0,0,1,0,0,1
0,0,54,30,0,3.736000535331868,88.52884479493116,1,0,0,0,0,1,0,0,1,0
4,1,47,38,0,23.822907043431957,15.117040645358513,1,0,0,0,0,0,1,0,1,0
2,0,13,43,1,20.3849846700948,19.72686067752538,1,0,0,0,0,0,1,1,0,0
2,0,82,6,0,10.892221995534245,35.43252096054438,1,0,0,0,0,0,1,0,0,1
6,2,20,3,0,13.776824743024061,29.653561514319996,1,0,0,0,0,1,0,0,1,0
3,1,40,27,0,23.431611126851692,16.157062445604126,1,0,0,0,0,0,1,0,0,1
3,0,32,33,0,22.28140255908501,16.021616198928704,1,0,0,0,0,0,1,0,1,0
1,0,72,14,0,30.751691010414373,13.53985375266128,1,0,0,0,0,0,1,0,1,0
3,1,43,3,1,5.474961187077037,64.45955415761149,1,0,0,0,1,0,0,1,0,0
2,0,39,7,0,10.132270229321758,39.2958339382071,1,0,0,0,0,1,0,0,1,0
4,0,63,43,0,13.479276686825596,30.365070271656542,1,0,0,0,0,1,0,1,0,0
1,0,2,32,0,36.5652143436901,6.843186654869682,1,0,0,0,0,0,1,0,0,1
2,1,53,23,1,8.5716334499324,45.936295868846166,1,0,0,0,0,1,0,1,0,0
2,0,78,28,1,16.641640544129057,23.57364230998598,1,0,0,0,0,0,1,0,1,0
2,0,25,16,0,17.293842834951402,11.907889636816082,1,0,0,0,0,0,1,0,0,1
1,0,93,27,0,9.49739437951273,39.76130411758801,1,0,0,0,0,0,1,0,0,1
1,0,52,57,0,13.092784272262337,10.471437148822815,1,0,0,0,0,0,1,0,1,0
1,0,37,43,1,5.375881323094847,67.00027475124622,1,0,0,0,0,1,0,0,0,1
2,0,57,50,0,9.39443452263094,42.06736155739732,1,0,0,0,0,0,1,1,0,0
4,0,43,14,0,13.654980776258897,29.67178099399643,1,0,0,0,0,0,1,0,1,0
3,0,66,16,0,14.336450048739403,22.681534133906183,1,0,0,0,0,0,1,0,1,0
2,0,63,39,0,8.437298145733621,45.30628194076865,1,0,0,0,0,0,1,0,1,0
4,0,31,57,0,12.344670915014301,32.763299451867084,1,0,0,0,0,1,0,0,1,0
3,1,62,6,0,29.830227957560098,10.388356160631107,0,1,0,0,0,0,1,0,0,1
1,0,83,57,1,13.698211562098171,29.50425823847882,1,0,0,0,0,0,1,0,1,0
1,0,90,4,0,9.035507733381673,43.92621261335725,1,0,0,0,0,0,1,0,0,1
0,0,92,2,1,5.450467869825489,66.96140151919805,1,0,0,0,0,1,0,0,1,0
2,0,71,11,0,15.098801276922616,23.86705582332847,1,0,0,0,0,0,1,0,0,1
1,0,10,21,1,10.97,36.90123249850194,0,0,0,1,0,0,1,0,0,1
4,1,76,42,0,23.66946767462251,17.245217195682468,1,0,0,0,0,0,1,0,1,0
2,0,40,55,0,15.164722219678145,22.44190635311096,1,0,0,0,0,0,1,0,0,1
5,0,90,11,0,13.611245350811954,29.38137531629567,1,0,0,0,0,0,1,1,0,0
1,1,7,38,1,3.7483463020377403,88.63048472599199,1,0,0,0,0,0,1,0,1,0
3,1,87,52,0,19.801262586006985,20.846459722028975,1,0,0,0,0,0,1,0,1,0
2,0,82,37,0,27.094953404647146,14.350467715533991,1,0,0,0,0,0,1,0,1,0
3,0,68,44,0,13.865006310853234,29.316687113823725,1,0,0,0,0,0,1,0,1,0
3,0,28,24,0,9.595337409387959,38.273037711230984,1,0,0,0,0,0,1,1,0,0
2,0,19,6,0,18.0200388456851,17.573561985639778,1,0,0,0,0,0,1,1,0,0
3,0,46,34,0,28.42569612164318,12.310642259269695,1,0,0,0,0,0,1,0,1,0
6,3,49,4,1,27.668294128839964,13.379528684071154,0,1,0,0,0,0,1,0,0,1
1,0,12,47,0,4.269379345993982,81.15087967522123,1,0,0,0,0,1,0,0,1,0
1,0,67,11,0,15.074110255666834,17.97939257402732,1,0,0,0,0,0,1,0,0,1
3,0,44,26,0,16.339039139435343,7.385331211873644,1,0,0,0,0,0,1,0,1,0
2,0,35,48,0,19.201627535185658,21.581602789308032,1,0,0,0,0,0,1,0,0,1
4,2,77,25,0,29.215711526505736,13.912110922785645,1,0,0,0,0,0,1,0,0,1
2,2,19,3,0,25.833189892074888,15.894808150073288,1,0,0,0,0,0,1,0,0,1
2,0,56,41,0,18.26703314717527,19.45976678136004,1,0,0,0,0,0,1,0,1,0
3,0,42,18,0,24.236214638428997,13.93044567446044,1,0,0,0,0,0,1,0,1,0
3,0,1,0,0,6.803888594032093,56.26575055421022,1,0,0,0,0,1,0,0,1,0
2,0,84,53,0,19.102355875650524,13.151443862442507,1,0,0,0,0,0,1,0,1,0
3,1,41,35,0,23.567046908766486,13.816623024372307,1,0,0,0,0,0,1,0,0,1
3,1,72,17,0,30.984615537392102,13.446404149926337,1,0,0,0,0,0,1,0,1,0
2,0,65,46,0,5.474961187077037,64.45955415761149,1,0,0,0,0,0,1,0,1,0
4,1,45,36,0,16.214000123350193,15.932316602308228,1,0,0,0,0,0,1,0,1,0
2,0,16,11,1,22.222511109233356,18.68743145029721,1,0,0,0,0,0,1,0,1,0
3,0,59,30,0,9.078160606642736,42.79677608179234,1,0,0,0,0,1,0,0,1,0
3,0,56,45,0,24.12869660798113,16.44766710123179,1,0,0,0,0,0,1,1,0,0
5,2,91,12,0,18.153903161579333,22.294881749072122,1,0,0,0,0,0,1,0,0,1
7,1,12,37,0,29.907403765622984,13.402471823836402,0,1,0,0,0,0,1,0,0,1
2,0,93,3,0,22.19629248320539,16.945699235128032,1,0,0,0,0,0,1,0,1,0
4,0,15,23,0,8.99390905001824,44.242628077513366,1,0,0,0,0,1,0,0,1,0
2,0,93,45,0,22.75351621178582,14.61062595117218,1,0,0,0,0,0,1,0,0,1
2,0,36,8,1,9.933805917169915,36.844058920971854,1,0,0,0,0,1,0,0,1,0
2,0,50,42,0,10.228294090414101,38.6887805329244,1,0,0,0,0,0,1,0,1,0
1,0,68,54,1,5.5767553290421485,64.14045561878073,1,0,0,0,0,1,0,0,0,1
2,0,34,38,0,17.99227056266107,17.010832582409197,1,0,0,0,0,0,1,0,0,1
2,0,83,39,0,18.071502427855854,21.623567598909464,1,0,0,0,0,0,1,0,0,1
1,0,49,56,1,12.580480912906312,31.69286326408731,1,0,0,0,0,0,1,0,0,1
1,0,78,34,1,10.397018803484007,34.764786059152385,1,0,0,0,0,0,1,0,1,0
2,0,5,56,0,20.760178226595265,12.808665099246523,1,0,0,0,0,0,1,0,1,0
1,0,66,54,1,8.469527731815983,45.92100445263549,1,0,0,0,0,1,0,0,1,0
2,0,58,30,0,23.887563710014465,11.48020072952146,1,0,0,0,0,0,1,0,1,0
3,0,72,17,0,25.480072605862016,12.621218415224186,1,0,0,0,0,0,1,0,1,0
3,1,5,21,0,32.48949522538016,12.156867231591672,1,0,0,0,0,0,1,0,1,0
3,0,29,35,0,15.261277797091568,26.894376957226715,1,0,0,0,0,0,1,1,0,0
2,0,17,16,0,9.177717581185423,34.817483080131986,1,0,0,0,0,0,1,1,0,0
2,0,28,36,1,9.255160722537454,42.29126964563612,1,0,0,0,0,0,1,0,1,0
4,0,41,11,0,16.40410009723179,23.18381498576191,1,0,0,0,0,0,1,0,1,0
1,0,47,14,0,8.744306719231663,45.37737597757383,1,0,0,0,0,0,1,0,0,1
0,0,16,42,0,42.494800858457964,8.800658210618925,1,0,0,0,0,0,1,0,0,1
2,0,49,40,0,24.195166872745475,17.200363055460645,1,0,0,0,0,0,1,0,1,0
2,0,24,40,0,8.724133194764969,41.12276995220897,1,0,0,0,0,1,0,1,0,0
3,0,26,36,0,25.94757214076107,15.316786202977916,1,0,0,0,0,0,1,0,0,1
3,0,68,16,0,26.896932910649866,15.241430721429811,1,0,0,0,0,0,1,0,0,1
2,0,48,0,0,16.21192770770953,25.440971197391782,1,0,0,0,0,0,1,0,0,1
2,0,44,50,0,9.170087240588282,41.28472428889298,1,0,0,0,0,1,0,1,0,0
1,0,37,54,0,10.285937001557029,38.32924250405259,1,0,0,0,0,0,1,0,1,0
4,1,93,11,0,23.29144048787022,17.247259099295313,1,0,0,0,0,0,1,0,0,1
3,0,65,46,0,17.84585386021078,19.745455313811874,1,0,0,0,0,0,1,0,0,1
2,0,82,3,0,30.880539179230666,10.988377654176416,1,0,0,0,0,0,1,0,0,1
2,0,94,37,0,12.245235808264372,28.740192797683395,1,0,0,0,0,0,1,0,0,1
5,1,5,32,0,27.22419879445491,13.946583616015623,0,1,0,0,0,0,1,0,0,1
2,0,63,44,0,12.382584544431749,32.58827016102159,1,0,0,0,0,1,0,1,0,0
2,0,50,55,0,10.576904083899032,37.89256187805403,1,0,0,0,0,1,0,1,0,0
2,0,66,41,0,15.992004252125499,25.38487772557411,1,0,0,0,0,0,1,0,0,1
1,0,40,3,1,10.97,36.90123249850194,0,0,0,1,0,0,1,0,0,1
4,0,55,32,0,31.503107783201326,12.205001136675001,1,0,0,0,0,0,1,0,0,1
