age,job,marital,education,default,housing,loan,is_telephone_contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
34,admin.,married,university.degree,no,yes,no,yes,jun,tue,150,3,999,0,nonexistent,no
36,services,married,high.school,,no,no,yes,jun,tue,49,2,999,0,nonexistent,no
52,management,divorced,high.school,no,no,no,yes,jun,tue,62,4,999,0,nonexistent,no
45,blue-collar,divorced,basic.4y,no,yes,no,yes,jun,tue,100,8,999,0,nonexistent,no
37,blue-collar,married,high.school,no,no,no,yes,jun,tue,138,3,999,0,nonexistent,no
38,blue-collar,divorced,high.school,no,no,no,yes,jun,tue,329,13,999,0,nonexistent,no
37,blue-collar,single,basic.9y,,no,no,yes,jun,tue,338,7,999,0,nonexistent,no
37,blue-collar,married,basic.9y,no,yes,no,yes,jun,tue,331,4,999,0,nonexistent,no
30,technician,divorced,high.school,no,yes,yes,yes,jun,tue,131,2,999,0,nonexistent,no
48,services,divorced,basic.6y,,yes,no,yes,jun,tue,319,8,999,0,nonexistent,no
43,technician,single,professional.course,no,no,no,yes,jun,tue,315,2,999,0,nonexistent,no
31,services,married,high.school,no,no,no,yes,jun,tue,37,6,999,0,nonexistent,no
32,technician,single,university.degree,no,yes,no,yes,jun,tue,45,2,999,0,nonexistent,no
35,blue-collar,married,basic.9y,no,no,no,yes,jun,tue,33,2,999,0,nonexistent,no
37,blue-collar,single,high.school,no,no,no,yes,jun,tue,117,3,999,0,nonexistent,no
29,blue-collar,married,basic.9y,no,no,no,yes,jun,tue,170,2,999,0,nonexistent,no
43,admin.,married,university.degree,,,,yes,jun,tue,104,2,999,0,nonexistent,no
31,admin.,divorced,high.school,no,yes,yes,yes,jun,tue,287,4,999,0,nonexistent,no
37,technician,single,university.degree,no,yes,yes,yes,jun,tue,43,1,999,0,nonexistent,no
54,services,married,,no,no,no,yes,jun,tue,345,2,999,0,nonexistent,no
47,blue-collar,married,basic.4y,,yes,yes,yes,jun,tue,168,1,999,0,nonexistent,no
39,blue-collar,married,basic.9y,no,no,yes,yes,jun,tue,110,1,999,0,nonexistent,no
59,retired,single,high.school,no,no,no,yes,jun,tue,193,1,999,0,nonexistent,no
57,technician,divorced,university.degree,no,no,yes,yes,jun,tue,187,1,999,0,nonexistent,no
46,admin.,single,university.degree,no,yes,no,yes,jun,tue,198,1,999,0,nonexistent,no
42,blue-collar,divorced,high.school,no,no,no,yes,jun,tue,256,1,999,0,nonexistent,no
39,self-employed,married,basic.9y,,yes,no,yes,jun,tue,145,1,999,0,nonexistent,no
47,entrepreneur,married,professional.course,,yes,no,yes,jun,tue,78,1,999,0,nonexistent,no
50,admin.,married,high.school,no,yes,no,yes,jun,tue,285,1,999,0,nonexistent,no
26,technician,single,professional.course,no,yes,no,yes,jun,tue,160,3,999,0,nonexistent,no
50,admin.,married,high.school,no,no,no,yes,jun,tue,442,1,999,0,nonexistent,no
54,management,divorced,university.degree,no,yes,no,yes,jun,tue,183,1,999,0,nonexistent,no
46,housemaid,married,basic.4y,,no,yes,yes,jun,tue,166,1,999,0,nonexistent,no
34,admin.,married,high.school,no,no,no,yes,jun,tue,83,1,999,0,nonexistent,no
43,blue-collar,married,basic.9y,no,yes,no,yes,jun,tue,128,1,999,0,nonexistent,no
31,services,single,university.degree,no,yes,no,yes,jun,tue,57,1,999,0,nonexistent,no
25,student,single,high.school,no,yes,no,yes,jun,tue,173,1,999,0,nonexistent,no
36,blue-collar,single,basic.9y,no,no,no,yes,jun,tue,145,1,999,0,nonexistent,no
53,admin.,married,basic.9y,no,no,no,yes,jun,tue,116,1,999,0,nonexistent,no
55,technician,married,university.degree,no,no,no,yes,jun,tue,126,1,999,0,nonexistent,no
51,blue-collar,married,basic.4y,no,yes,no,yes,jun,tue,83,1,999,0,nonexistent,no
39,blue-collar,married,basic.6y,no,no,no,yes,jun,tue,196,4,999,0,nonexistent,no
31,admin.,divorced,high.school,no,,,yes,jun,tue,68,1,999,0,nonexistent,no
41,admin.,married,university.degree,no,yes,yes,yes,jun,tue,75,1,999,0,nonexistent,no
38,blue-collar,single,basic.4y,no,no,no,yes,jun,tue,123,1,999,0,nonexistent,no
28,blue-collar,single,basic.9y,no,no,no,yes,jun,tue,138,1,999,0,nonexistent,no
44,technician,married,basic.6y,,yes,no,yes,jun,tue,98,4,999,0,nonexistent,no
50,services,single,basic.4y,no,yes,no,yes,jun,tue,355,2,999,0,nonexistent,no
47,services,divorced,high.school,no,no,no,yes,jun,tue,115,1,999,0,nonexistent,no
33,blue-collar,single,basic.4y,no,no,no,yes,jun,tue,147,1,999,0,nonexistent,no
36,technician,married,professional.course,no,yes,no,yes,jun,tue,133,1,999,0,nonexistent,no
30,blue-collar,divorced,basic.9y,no,no,yes,yes,jun,tue,134,1,999,0,nonexistent,no
34,admin.,single,high.school,no,no,no,yes,jun,tue,60,3,999,0,nonexistent,no
35,entrepreneur,married,basic.6y,no,yes,no,yes,jun,tue,147,2,999,0,nonexistent,no
37,technician,married,professional.course,no,yes,no,yes,jun,tue,296,1,999,0,nonexistent,no
31,blue-collar,married,professional.course,no,no,no,yes,jun,tue,70,8,999,0,nonexistent,no
53,blue-collar,married,basic.4y,,no,no,yes,jun,tue,527,1,999,0,nonexistent,no
49,blue-collar,married,basic.9y,no,no,yes,yes,jun,tue,156,2,999,0,nonexistent,no
47,services,married,high.school,no,yes,no,yes,jun,tue,187,1,999,0,nonexistent,no
55,admin.,married,high.school,no,yes,yes,yes,jun,tue,269,1,999,0,nonexistent,no
48,admin.,married,high.school,,yes,no,yes,jun,tue,306,1,999,0,nonexistent,no
38,admin.,single,university.degree,,no,no,yes,jun,tue,556,1,999,0,nonexistent,yes
29,admin.,single,university.degree,no,no,no,yes,jun,tue,71,1,999,0,nonexistent,no
54,admin.,married,university.degree,no,no,no,yes,jun,tue,483,1,999,0,nonexistent,no
53,services,,,no,yes,no,yes,jun,tue,382,5,999,0,nonexistent,no
36,blue-collar,married,basic.4y,no,no,no,yes,jun,tue,881,1,999,0,nonexistent,no
32,blue-collar,married,basic.6y,,no,no,yes,jun,tue,404,1,999,0,nonexistent,no
24,blue-collar,married,basic.9y,,no,no,yes,jun,tue,218,1,999,0,nonexistent,no
27,blue-collar,married,basic.9y,no,no,no,yes,jun,tue,121,1,999,0,nonexistent,no
28,admin.,married,high.school,no,no,no,yes,jun,tue,98,1,999,0,nonexistent,no
37,self-employed,married,basic.9y,no,no,no,yes,jun,tue,243,1,999,0,nonexistent,no
36,technician,married,university.degree,no,no,no,yes,jun,tue,181,1,999,0,nonexistent,no
40,admin.,single,university.degree,,no,no,yes,jun,tue,99,1,999,0,nonexistent,no
27,self-employed,single,university.degree,no,no,no,yes,jun,tue,139,3,999,0,nonexistent,no
25,blue-collar,married,basic.9y,,no,no,yes,jun,tue,71,1,999,0,nonexistent,no
42,services,married,high.school,,no,yes,yes,jun,tue,214,3,999,0,nonexistent,no
36,services,divorced,university.degree,no,no,no,yes,jun,tue,198,1,999,0,nonexistent,no
39,unemployed,married,university.degree,no,no,no,yes,jun,tue,132,2,999,0,nonexistent,no
32,self-employed,married,professional.course,no,no,no,yes,jun,tue,129,1,999,0,nonexistent,no
30,technician,married,high.school,,no,no,yes,jun,tue,491,1,999,0,nonexistent,no
32,blue-collar,married,basic.4y,,no,no,yes,jun,tue,135,1,999,0,nonexistent,no
34,admin.,married,university.degree,no,yes,yes,yes,jun,tue,72,1,999,0,nonexistent,no
30,blue-collar,single,basic.4y,no,no,no,yes,jun,tue,285,1,999,0,nonexistent,no
50,management,single,university.degree,no,no,no,yes,jun,tue,255,1,999,0,nonexistent,no
54,blue-collar,married,basic.9y,,no,no,yes,jun,tue,72,1,999,0,nonexistent,no
47,housemaid,single,basic.4y,no,no,no,yes,jun,tue,241,1,999,0,nonexistent,no
32,self-employed,married,professional.course,no,no,yes,yes,jun,tue,705,1,999,0,nonexistent,no
56,technician,married,professional.course,,no,no,yes,jun,tue,134,1,999,0,nonexistent,no
30,admin.,single,high.school,,yes,no,yes,jun,tue,483,1,999,0,nonexistent,no
34,admin.,single,high.school,no,no,no,yes,jun,tue,423,1,999,0,nonexistent,no
38,admin.,married,university.degree,no,yes,no,yes,jun,tue,43,9,999,0,nonexistent,no
49,admin.,divorced,university.degree,no,,,yes,jun,tue,23,3,999,0,nonexistent,no
35,technician,single,university.degree,no,no,no,yes,jun,tue,48,2,999,0,nonexistent,no
45,blue-collar,single,basic.4y,,no,no,yes,jun,tue,254,1,999,0,nonexistent,no
32,unemployed,single,high.school,,no,no,yes,jun,tue,34,11,999,0,nonexistent,no
47,blue-collar,married,basic.6y,,yes,no,yes,jun,tue,388,9,999,0,nonexistent,no
36,technician,married,university.degree,no,no,no,yes,jun,tue,107,4,999,0,nonexistent,no
50,management,married,high.school,,yes,no,yes,jun,tue,135,1,999,0,nonexistent,no
50,technician,married,professional.course,no,yes,yes,yes,jun,tue,61,1,999,0,nonexistent,no
25,technician,married,high.school,no,no,no,yes,jun,tue,157,5,999,0,nonexistent,no
37,blue-collar,single,basic.6y,,,,yes,jun,tue,82,2,999,0,nonexistent,no
31,blue-collar,married,basic.6y,no,yes,yes,yes,jun,tue,105,1,999,0,nonexistent,no
38,admin.,single,basic.9y,no,no,no,yes,jun,tue,98,1,999,0,nonexistent,no
45,technician,married,university.degree,no,yes,no,yes,jun,tue,189,1,999,0,nonexistent,no
36,unemployed,married,high.school,no,yes,no,yes,jun,tue,652,2,999,0,nonexistent,no
38,technician,single,university.degree,no,no,no,yes,jun,tue,206,1,999,0,nonexistent,no
36,blue-collar,married,basic.9y,no,,,yes,jun,tue,174,1,999,0,nonexistent,no
36,blue-collar,married,basic.9y,no,,,yes,jun,tue,30,3,999,0,nonexistent,no
53,management,married,university.degree,,no,no,yes,jun,tue,68,1,999,0,nonexistent,no
45,admin.,married,high.school,no,yes,no,yes,jun,tue,174,2,999,0,nonexistent,no
34,management,married,university.degree,no,yes,no,yes,jun,tue,150,2,999,0,nonexistent,no
47,blue-collar,married,basic.9y,,yes,no,yes,jun,tue,123,1,999,0,nonexistent,no
49,blue-collar,married,basic.9y,,no,yes,yes,jun,tue,64,1,999,0,nonexistent,no
31,technician,single,university.degree,no,no,no,yes,jun,tue,91,2,999,0,nonexistent,no
38,management,married,high.school,,yes,no,yes,jun,tue,77,1,999,0,nonexistent,no
57,retired,single,professional.course,no,no,yes,yes,jun,tue,78,1,999,0,nonexistent,no
49,blue-collar,married,basic.9y,no,yes,no,yes,jun,tue,79,31,999,0,nonexistent,no
51,blue-collar,married,basic.4y,,yes,no,yes,jun,tue,85,1,999,0,nonexistent,no
39,admin.,divorced,high.school,no,no,no,yes,jun,tue,139,1,999,0,nonexistent,no
54,management,married,university.degree,no,yes,no,yes,jun,tue,89,1,999,0,nonexistent,no
52,services,married,high.school,no,yes,no,yes,jun,tue,168,2,999,0,nonexistent,no
46,blue-collar,married,university.degree,no,yes,yes,yes,jun,tue,436,5,999,0,nonexistent,no
41,technician,married,university.degree,no,no,no,yes,jun,tue,88,2,999,0,nonexistent,no
40,admin.,married,high.school,no,,,yes,jun,tue,43,6,999,0,nonexistent,no
38,blue-collar,married,basic.9y,,yes,no,yes,jun,tue,156,4,999,0,nonexistent,no
37,blue-collar,married,high.school,no,yes,no,yes,jun,tue,171,1,999,0,nonexistent,no
31,services,married,high.school,,yes,no,yes,jun,tue,157,1,999,0,nonexistent,no
48,blue-collar,married,basic.6y,no,yes,no,yes,jun,tue,130,1,999,0,nonexistent,no
44,technician,divorced,professional.course,no,no,yes,yes,jun,tue,50,2,999,0,nonexistent,no
36,technician,single,university.degree,no,yes,no,yes,jun,tue,49,1,999,0,nonexistent,no
32,self-employed,married,basic.9y,no,,,yes,jun,tue,120,1,999,0,nonexistent,no
27,entrepreneur,single,university.degree,no,no,no,yes,jun,tue,259,3,999,0,nonexistent,no
35,blue-collar,married,basic.9y,no,yes,no,yes,jun,tue,79,1,999,0,nonexistent,no
33,blue-collar,married,basic.9y,,no,yes,yes,jun,tue,321,1,999,0,nonexistent,no
37,technician,married,professional.course,,yes,yes,yes,jun,tue,192,1,999,0,nonexistent,no
36,technician,married,high.school,no,no,no,yes,jun,tue,128,1,999,0,nonexistent,no
39,blue-collar,married,basic.6y,no,yes,no,yes,jun,tue,108,1,999,0,nonexistent,no
33,entrepreneur,married,university.degree,no,yes,no,yes,jun,tue,187,2,999,0,nonexistent,no
45,,married,,no,no,no,yes,jun,tue,164,4,999,0,nonexistent,no
30,blue-collar,married,basic.6y,no,no,no,yes,jun,tue,67,1,999,0,nonexistent,no
44,technician,single,,no,yes,no,yes,jun,tue,445,2,999,0,nonexistent,no
42,blue-collar,married,basic.9y,,no,no,yes,jun,tue,41,1,999,0,nonexistent,no
32,management,single,university.degree,no,yes,no,yes,jun,tue,344,2,999,0,nonexistent,no
37,admin.,married,high.school,no,yes,no,yes,jun,tue,167,1,999,0,nonexistent,no
39,unemployed,married,basic.9y,,yes,no,yes,jun,tue,605,5,999,0,nonexistent,no
42,blue-collar,divorced,high.school,no,yes,no,yes,jun,tue,226,1,999,0,nonexistent,no
30,technician,single,university.degree,no,no,no,yes,jun,tue,179,2,999,0,nonexistent,no
33,unemployed,divorced,professional.course,no,yes,no,yes,jun,tue,353,1,999,0,nonexistent,no
39,blue-collar,married,basic.9y,,yes,no,yes,jun,tue,34,2,999,0,nonexistent,no
43,technician,married,professional.course,no,no,no,yes,jun,tue,161,1,999,0,nonexistent,no
56,housemaid,divorced,basic.4y,,yes,no,yes,jun,tue,77,5,999,0,nonexistent,no
38,admin.,married,university.degree,no,no,yes,yes,jun,tue,346,2,999,0,nonexistent,no
51,blue-collar,married,basic.4y,,no,yes,yes,jun,tue,781,1,999,0,nonexistent,yes
44,admin.,divorced,high.school,,no,no,yes,jun,tue,81,2,999,0,nonexistent,no
36,management,married,university.degree,no,yes,no,yes,jun,tue,269,1,999,0,nonexistent,no
41,services,married,high.school,,yes,yes,yes,jun,tue,31,1,999,0,nonexistent,no
39,student,single,,no,yes,no,yes,jun,tue,367,1,999,0,nonexistent,no
32,technician,married,professional.course,no,yes,no,yes,jun,tue,229,1,999,0,nonexistent,no
49,admin.,single,,,,,yes,jun,tue,479,1,999,0,nonexistent,no
47,admin.,married,university.degree,no,no,yes,yes,jun,tue,24,1,999,0,nonexistent,no
33,blue-collar,married,basic.9y,no,no,yes,yes,jun,tue,16,3,999,0,nonexistent,no
47,technician,married,professional.course,no,no,no,yes,jun,tue,88,2,999,0,nonexistent,no
37,blue-collar,married,basic.6y,,no,no,yes,jun,tue,714,2,999,0,nonexistent,no
45,admin.,divorced,university.degree,,yes,no,yes,jun,tue,205,1,999,0,nonexistent,no
38,blue-collar,married,professional.course,no,no,no,yes,jun,tue,291,1,999,0,nonexistent,no
57,housemaid,married,basic.6y,,no,no,yes,jun,tue,986,1,999,0,nonexistent,no
57,self-employed,married,,,yes,no,yes,jun,tue,279,1,999,0,nonexistent,no
31,admin.,married,high.school,no,yes,no,yes,jun,tue,166,2,999,0,nonexistent,no
35,blue-collar,married,basic.6y,no,no,no,yes,jun,tue,92,1,999,0,nonexistent,no
58,retired,married,basic.4y,no,yes,no,yes,jun,tue,254,1,999,0,nonexistent,no
57,management,divorced,university.degree,,yes,yes,yes,jun,tue,236,2,999,0,nonexistent,no
30,technician,single,professional.course,no,no,no,yes,jun,tue,19,4,999,0,nonexistent,no
50,admin.,married,university.degree,,yes,no,yes,jun,tue,93,2,999,0,nonexistent,no
43,unemployed,married,basic.9y,,yes,no,yes,jun,tue,200,4,999,0,nonexistent,no
33,technician,married,university.degree,no,no,no,yes,jun,tue,176,3,999,0,nonexistent,no
32,admin.,single,university.degree,no,yes,no,yes,jun,tue,1162,2,999,0,nonexistent,no
28,entrepreneur,married,basic.9y,no,yes,no,yes,jun,tue,1848,1,999,0,nonexistent,yes
30,self-employed,single,university.degree,no,no,yes,yes,jun,tue,74,6,999,0,nonexistent,no
37,management,married,university.degree,no,no,no,yes,jun,tue,490,4,999,0,nonexistent,yes
50,services,divorced,high.school,no,no,no,yes,jun,tue,291,2,999,0,nonexistent,no
31,blue-collar,married,basic.9y,,yes,no,yes,jun,tue,1051,3,999,0,nonexistent,yes
27,housemaid,married,basic.9y,,yes,no,yes,jun,tue,614,4,999,0,nonexistent,no
35,services,single,high.school,,yes,no,yes,jun,tue,437,2,999,0,nonexistent,no
22,student,single,high.school,no,,,yes,jun,tue,1199,2,999,0,nonexistent,no
50,blue-collar,married,basic.4y,,no,no,yes,jun,tue,209,3,999,0,nonexistent,no
37,technician,married,high.school,,yes,no,yes,jun,tue,115,2,999,0,nonexistent,no
25,unemployed,single,high.school,,yes,no,yes,jun,tue,292,3,999,0,nonexistent,no
40,admin.,married,university.degree,no,yes,no,yes,jun,tue,370,2,999,0,nonexistent,no
57,management,married,university.degree,,yes,no,yes,jun,tue,412,7,999,0,nonexistent,no
50,blue-collar,divorced,basic.9y,,no,no,yes,jun,tue,108,6,999,0,nonexistent,no
43,admin.,single,high.school,no,no,yes,yes,jun,tue,495,2,999,0,nonexistent,no
60,self-employed,married,professional.course,,no,no,yes,jun,tue,247,5,999,0,nonexistent,no
44,technician,married,professional.course,no,yes,no,yes,jun,tue,57,2,999,0,nonexistent,no
33,services,married,high.school,,yes,no,yes,jun,tue,1345,3,999,0,nonexistent,yes
55,retired,married,professional.course,no,no,yes,yes,jun,tue,107,4,999,0,nonexistent,no
45,blue-collar,married,basic.6y,,no,no,yes,jun,tue,171,4,999,0,nonexistent,no
33,technician,single,professional.course,no,yes,no,yes,jun,tue,66,4,999,0,nonexistent,no
56,unemployed,divorced,university.degree,,yes,no,yes,jun,tue,447,3,999,0,nonexistent,no
54,technician,married,professional.course,no,yes,no,yes,jun,tue,167,2,999,0,nonexistent,no
53,blue-collar,married,basic.9y,no,no,yes,yes,jun,tue,668,8,999,0,nonexistent,no
41,admin.,divorced,high.school,no,yes,no,yes,jun,tue,204,2,999,0,nonexistent,no
28,student,single,high.school,,no,no,yes,jun,tue,256,9,999,0,nonexistent,no
52,blue-collar,divorced,high.school,no,no,no,yes,jun,tue,676,2,999,0,nonexistent,yes
27,services,single,high.school,no,yes,no,yes,jun,tue,170,2,999,0,nonexistent,no
28,technician,single,professional.course,no,no,yes,yes,jun,tue,63,2,999,0,nonexistent,no
40,technician,married,basic.9y,,yes,no,yes,jun,tue,168,2,999,0,nonexistent,no
59,blue-collar,married,basic.6y,no,yes,no,yes,jun,tue,133,2,999,0,nonexistent,no
41,services,married,high.school,no,yes,no,yes,jun,tue,153,3,999,0,nonexistent,no
32,blue-collar,married,basic.9y,no,yes,yes,yes,jun,tue,118,3,999,0,nonexistent,no
35,technician,married,professional.course,no,yes,no,yes,jun,tue,117,3,999,0,nonexistent,no
52,technician,married,high.school,no,no,no,yes,jun,tue,572,2,999,0,nonexistent,no
38,admin.,single,,,no,no,yes,jun,tue,681,2,999,0,nonexistent,no
47,technician,married,professional.course,no,yes,no,yes,jun,tue,59,6,999,0,nonexistent,no
37,services,divorced,high.school,no,yes,no,yes,jun,tue,42,4,999,0,nonexistent,no
32,self-employed,married,basic.9y,no,yes,yes,yes,jun,tue,408,2,999,0,nonexistent,no
48,blue-collar,married,,,yes,yes,yes,jun,tue,127,2,999,0,nonexistent,no
39,blue-collar,married,high.school,no,yes,yes,yes,jun,tue,314,2,999,0,nonexistent,no
33,admin.,married,university.degree,no,no,yes,yes,jun,tue,277,2,999,0,nonexistent,no
36,entrepreneur,single,university.degree,no,no,no,yes,jun,tue,140,2,999,0,nonexistent,no
50,entrepreneur,married,university.degree,no,no,no,yes,jun,tue,424,2,999,0,nonexistent,no
37,admin.,single,high.school,no,yes,yes,yes,jun,tue,159,3,999,0,nonexistent,no
30,entrepreneur,married,professional.course,no,yes,no,yes,jun,tue,775,3,999,0,nonexistent,yes
57,self-employed,married,university.degree,,no,no,yes,jun,tue,187,7,999,0,nonexistent,no
36,blue-collar,married,professional.course,,yes,yes,yes,jun,tue,102,3,999,0,nonexistent,no
30,self-employed,single,university.degree,no,yes,no,yes,jun,tue,2621,3,999,0,nonexistent,yes
33,admin.,married,high.school,no,no,no,yes,jun,tue,96,2,999,0,nonexistent,no
50,admin.,married,high.school,no,yes,no,yes,jun,tue,167,2,999,0,nonexistent,no
29,services,married,high.school,no,no,no,yes,jun,tue,200,2,999,0,nonexistent,no
46,services,married,professional.course,no,no,no,yes,jun,tue,75,3,999,0,nonexistent,no
22,services,single,basic.4y,no,yes,no,yes,jun,tue,249,2,999,0,nonexistent,no
50,admin.,married,high.school,,yes,no,yes,jun,tue,85,5,999,0,nonexistent,no
45,management,married,university.degree,no,yes,no,yes,jun,tue,134,7,999,0,nonexistent,no
47,admin.,married,university.degree,no,yes,no,yes,jun,tue,50,2,999,0,nonexistent,no
37,technician,married,university.degree,no,yes,no,yes,jun,tue,173,2,999,0,nonexistent,no
42,self-employed,married,,no,yes,no,yes,jun,tue,60,3,999,0,nonexistent,no
39,unemployed,married,professional.course,,no,no,yes,jun,tue,320,4,999,0,nonexistent,no
37,technician,married,professional.course,no,no,no,yes,jun,tue,854,3,999,0,nonexistent,no
51,services,married,high.school,no,no,no,yes,jun,tue,236,2,999,0,nonexistent,no
55,technician,married,basic.9y,no,yes,no,yes,jun,tue,183,2,999,0,nonexistent,no
28,admin.,married,high.school,no,yes,no,yes,jun,tue,185,3,999,0,nonexistent,no
43,technician,married,professional.course,no,yes,no,yes,jun,tue,41,2,999,0,nonexistent,no
40,services,married,basic.6y,,no,yes,yes,jun,tue,39,3,999,0,nonexistent,no
32,services,married,basic.9y,no,no,no,yes,jun,tue,138,3,999,0,nonexistent,no
43,admin.,married,university.degree,no,yes,no,yes,jun,tue,411,6,999,0,nonexistent,no
56,retired,married,basic.4y,no,no,no,yes,jun,tue,394,3,999,0,nonexistent,no
26,blue-collar,married,basic.9y,no,yes,no,yes,jun,tue,209,3,999,0,nonexistent,no
26,admin.,married,high.school,no,yes,no,yes,jun,tue,266,2,999,0,nonexistent,no
36,self-employed,married,university.degree,no,yes,no,yes,jun,tue,134,7,999,0,nonexistent,no
38,admin.,married,university.degree,no,no,no,yes,jun,tue,311,2,999,0,nonexistent,no
47,blue-collar,married,,,no,no,yes,jun,tue,705,5,999,0,nonexistent,no
28,blue-collar,married,basic.6y,,yes,no,yes,jun,tue,89,2,999,0,nonexistent,no
39,admin.,married,high.school,no,no,no,yes,jun,tue,93,6,999,0,nonexistent,no
50,management,married,basic.4y,,no,no,yes,jun,tue,847,3,999,0,nonexistent,no
40,admin.,married,high.school,,no,no,yes,jun,tue,675,5,999,0,nonexistent,no
50,housemaid,divorced,basic.4y,,yes,yes,yes,jun,tue,273,27,999,0,nonexistent,no
33,admin.,single,high.school,,no,yes,yes,jun,tue,162,7,999,0,nonexistent,no
54,admin.,divorced,university.degree,no,no,no,yes,jun,tue,213,4,999,0,nonexistent,no
29,admin.,single,university.degree,no,no,no,yes,jun,tue,641,6,999,0,nonexistent,no
33,admin.,single,university.degree,no,yes,no,yes,jun,tue,61,2,999,0,nonexistent,no
29,student,married,high.school,no,no,yes,yes,jun,tue,136,2,999,0,nonexistent,no
27,technician,single,high.school,no,no,no,yes,jun,tue,187,2,999,0,nonexistent,no
57,blue-collar,married,basic.4y,,no,no,yes,jun,tue,332,5,999,0,nonexistent,no
34,entrepreneur,single,professional.course,no,no,no,yes,jun,tue,76,2,999,0,nonexistent,no
28,services,single,high.school,no,no,no,yes,jun,tue,406,3,999,0,nonexistent,no
35,admin.,married,university.degree,no,no,yes,yes,jun,tue,544,3,999,0,nonexistent,no
35,self-employed,married,basic.9y,no,yes,no,yes,jun,tue,363,2,999,0,nonexistent,no
50,blue-collar,single,basic.9y,,no,no,yes,jun,tue,756,2,999,0,nonexistent,no
45,blue-collar,married,basic.6y,,yes,no,yes,jun,tue,117,2,999,0,nonexistent,no
40,entrepreneur,married,basic.4y,,yes,no,yes,jun,tue,76,6,999,0,nonexistent,no
41,management,married,basic.6y,no,no,yes,yes,jun,tue,271,2,999,0,nonexistent,no
58,admin.,single,professional.course,,no,no,yes,jun,tue,203,2,999,0,nonexistent,no
36,blue-collar,married,university.degree,,no,no,yes,jun,tue,338,2,999,0,nonexistent,no
36,admin.,single,university.degree,no,no,no,yes,jun,tue,70,10,999,0,nonexistent,no
37,admin.,married,university.degree,no,no,no,yes,jun,tue,198,6,999,0,nonexistent,no
37,technician,married,high.school,no,yes,no,yes,jun,tue,398,4,999,0,nonexistent,no
42,admin.,married,high.school,,no,no,yes,jun,tue,956,2,999,0,nonexistent,no
54,technician,married,professional.course,,yes,yes,yes,jun,tue,76,4,999,0,nonexistent,no
39,blue-collar,married,basic.4y,,no,no,yes,jun,tue,264,16,999,0,nonexistent,no
39,admin.,married,university.degree,no,no,no,yes,jun,tue,979,9,999,0,nonexistent,no
30,blue-collar,married,basic.4y,no,no,no,yes,jun,tue,89,4,999,0,nonexistent,no
39,entrepreneur,married,high.school,no,no,no,yes,jun,tue,135,6,999,0,nonexistent,no
40,services,single,high.school,no,no,no,yes,jun,tue,420,4,999,0,nonexistent,no
37,technician,single,high.school,,no,no,yes,jun,tue,548,3,999,0,nonexistent,no
52,unemployed,married,high.school,no,yes,no,yes,jun,tue,235,2,999,0,nonexistent,no
56,admin.,married,,no,yes,no,yes,jun,tue,87,2,999,0,nonexistent,no
43,blue-collar,married,basic.6y,no,yes,no,yes,jun,tue,169,4,999,0,nonexistent,no
31,management,married,high.school,no,yes,yes,yes,jun,tue,343,2,999,0,nonexistent,no
42,unemployed,married,professional.course,no,yes,no,yes,jun,tue,88,2,999,0,nonexistent,no
26,admin.,single,basic.4y,no,yes,yes,yes,jun,tue,68,6,999,0,nonexistent,no
39,services,married,high.school,no,no,no,yes,jun,tue,77,2,999,0,nonexistent,no
42,management,married,basic.9y,no,yes,no,yes,jun,tue,116,3,999,0,nonexistent,no
44,services,single,high.school,no,no,no,yes,jun,tue,363,3,999,0,nonexistent,no
30,blue-collar,divorced,basic.9y,no,yes,no,yes,jun,tue,116,3,999,0,nonexistent,no
42,blue-collar,married,basic.6y,,no,no,yes,jun,tue,311,2,999,0,nonexistent,no
45,,married,,,yes,yes,yes,jun,tue,138,5,999,0,nonexistent,no
44,entrepreneur,married,basic.4y,,no,no,yes,jun,tue,48,2,999,0,nonexistent,no
44,blue-collar,married,high.school,,no,no,yes,jun,tue,390,2,999,0,nonexistent,no
28,management,married,high.school,,no,no,yes,jun,tue,61,6,999,0,nonexistent,no
45,blue-collar,married,basic.4y,,no,yes,yes,jun,tue,65,2,999,0,nonexistent,no
35,unemployed,divorced,basic.4y,no,yes,yes,yes,jun,tue,637,3,999,0,nonexistent,no
37,technician,single,university.degree,no,yes,no,yes,jun,tue,117,3,999,0,nonexistent,no
24,admin.,single,university.degree,no,yes,no,yes,jun,tue,128,21,999,0,nonexistent,no
30,technician,married,university.degree,,no,no,yes,jun,tue,130,6,999,0,nonexistent,no
43,blue-collar,married,basic.6y,,yes,yes,yes,jun,tue,193,3,999,0,nonexistent,no
32,technician,divorced,professional.course,no,yes,no,yes,jun,tue,269,3,999,0,nonexistent,no
36,admin.,single,high.school,no,yes,no,yes,jun,tue,150,7,999,0,nonexistent,no
44,admin.,divorced,high.school,no,no,no,yes,jun,tue,132,4,999,0,nonexistent,no
46,blue-collar,divorced,basic.6y,no,yes,no,yes,jun,tue,1208,3,999,0,nonexistent,no
45,management,married,university.degree,no,yes,no,yes,jun,tue,228,2,999,0,nonexistent,no
29,technician,divorced,university.degree,no,no,yes,yes,jun,tue,585,2,999,0,nonexistent,no
51,blue-collar,married,basic.4y,,yes,no,yes,jun,tue,334,2,999,0,nonexistent,no
37,blue-collar,single,university.degree,no,no,no,yes,jun,tue,229,7,999,0,nonexistent,no
