City EN,City FA,Province,Countise,District,Latitude,Longitude,Area,Elevation,2016 Census,2011 Census,Wikipedia EN,Wikipedia FA,GeoHack
Eyvanki,ایوانکی,سمنان,گرمسار,ایوانکی,35.3453,52.0631,1075.0,,13518.0,11995.0,https://en.wikipedia.org/wiki/Eyvanki,https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D9%88%D8%A7%D9%86%DA%A9%DB%8C,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D8%A7%DB%8C%D9%88%D8%A7%D9%86%DA%A9%DB%8C&params=35.3453_N_52.0631_E_
Ezgeleh,ازگله,کرمانشاه,ثلاث باباجانی,ازگله,34.8053,45.8269,702.0,900.0,1502.0,1256.0,https://en.wikipedia.org/wiki/Ezgeleh,https://fa.wikipedia.org/wiki/%D8%A7%D8%B2%DA%AF%D9%84%D9%87,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D8%A7%D8%B2%DA%AF%D9%84%D9%87&params=34.8053_N_45.8269_E_
Ezhiyeh,اژیه,اصفهان,هرند,اژیه,32.4406,52.3786,1480.0,,3156.0,3481.0,https://en.wikipedia.org/wiki/Ezhiyeh,https://fa.wikipedia.org/wiki/%D8%A7%DA%98%DB%8C%D9%87,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D8%A7%DA%98%DB%8C%D9%87&params=32.4406_N_52.3786_E_
Fadami,فدامی,فارس,داراب,فورگ,28.21673167,55.13516767,,,4097.0,4028.0,https://en.wikipedia.org/wiki/Fadami,https://fa.wikipedia.org/wiki/%D9%81%D8%AF%D8%A7%D9%85%DB%8C,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%D8%AF%D8%A7%D9%85%DB%8C&params=28.21673167_N_55.13516767_E_
Fahraj,فهرج,کرمان,فهرج,مرکزی,28.9502,58.885,670.0,,6876.0,11939.0,https://en.wikipedia.org/wiki/Fahraj,https://fa.wikipedia.org/wiki/%D9%81%D9%87%D8%B1%D8%AC,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%D9%87%D8%B1%D8%AC&params=28.9502_N_58.8850_E_
Fakhrabad,فخرآباد,اردبیل,مشگین شهر,مشکین شرقی,38.52752267,47.85907967,1151.0,,999.0,1114.0,"https://en.wikipedia.org/wiki/Fakhrabad,_Ardabil",https://fa.wikipedia.org/wiki/%D9%81%D8%AE%D8%B1%D8%A2%D8%A8%D8%A7%D8%AF_(%D9%85%D8%B4%DA%AF%DB%8C%D9%86%E2%80%8C%D8%B4%D9%87%D8%B1),https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%D8%AE%D8%B1%D8%A2%D8%A8%D8%A7%D8%AF_(%D9%85%D8%B4%DA%AF%DB%8C%D9%86%E2%80%8C%D8%B4%D9%87%D8%B1)&params=38.52752267_N_47.85907967_E_
Falavarjan,فلاورجان,اصفهان,فلاورجان,مرکزی,32.55744954,51.51002158,1612.0,,37704.0,38310.0,https://en.wikipedia.org/wiki/Falavarjan,https://fa.wikipedia.org/wiki/%D9%81%D9%84%D8%A7%D9%88%D8%B1%D8%AC%D8%A7%D9%86,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%D9%84%D8%A7%D9%88%D8%B1%D8%AC%D8%A7%D9%86&params=32.55744954_N_51.51002158_E_
Famenin,فامنین,همدان,فامنین,مرکزی,35.0922,48.9769,15001900.0,1287.0,14208.0,14478.0,https://en.wikipedia.org/wiki/Famenin,https://fa.wikipedia.org/wiki/%D9%81%D8%A7%D9%85%D9%86%DB%8C%D9%86,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%D8%A7%D9%85%D9%86%DB%8C%D9%86&params=35.0922_N_48.9769_E_
Fanuj,فنوج,سیستان و بلوچستان,فنوج,مرکزی,26.5758,59.6397,700.0,700.0,13070.0,11577.0,https://en.wikipedia.org/wiki/Fanuj,https://fa.wikipedia.org/wiki/%D9%81%D9%86%D9%88%D8%AC,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%D9%86%D9%88%D8%AC&params=26.5758_N_59.6397_E_
Faradonbeh,فرادنبه,چهارمحال و بختیاری,بروجن,مرکزی,32.00857197,51.21474742,21692.0,8000.0,13317.0,13139.0,https://en.wikipedia.org/wiki/Faradonbeh,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%A7%D8%AF%D9%86%D8%A8%D9%87,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%D8%B1%D8%A7%D8%AF%D9%86%D8%A8%D9%87&params=32.00857197_N_51.21474742_E_
Faraghi,فراغی,گلستان,کلاله,مرکزی,37.53355533,55.59621733,,,5777.0,5777.0,,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%A7%D8%BA%DB%8C,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%D8%B1%D8%A7%D8%BA%DB%8C&params=37.53355533_N_55.59621733_E_
Farasfaj,فرسفج,همدان,تویسرکان,قلقل‌رود,34.485,48.2928,1602.0,,1526.0,1721.0,https://en.wikipedia.org/wiki/Farasfaj,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%B3%D9%81%D8%AC,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%D8%B1%D8%B3%D9%81%D8%AC&params=34.4850_N_48.2928_E_
Farashband,فراشبند,فارس,فراشبند,مرکزی,28.8673,52.0851,7802.0,59455.0,20320.0,18492.0,https://en.wikipedia.org/wiki/Farashband,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%A7%D8%B4%D8%A8%D9%86%D8%AF,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%D8%B1%D8%A7%D8%B4%D8%A8%D9%86%D8%AF&params=28.8673_N_52.0851_E_
Fardis,فردیس,البرز,فردیس,مرکزی,35.7223,50.9758,,,181174.0,181174.0,https://en.wikipedia.org/wiki/Fardis,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%AF%DB%8C%D8%B3,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%D8%B1%D8%AF%DB%8C%D8%B3&params=35.7223_N_50.9758_E_
Fareghan,فارغان,هرمزگان,حاجی آباد,فارغان,28.009444,56.253333,,,1773.0,1925.0,https://en.wikipedia.org/wiki/Fareghan,https://fa.wikipedia.org/wiki/%D9%81%D8%A7%D8%B1%D8%BA%D8%A7%D9%86,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%D8%A7%D8%B1%D8%BA%D8%A7%D9%86&params=28.009444_N_56.253333_E_
Farhadgerd,فرهادگرد,خراسان رضوی,فریمان,مرکزی,35.769,59.736,1475.0,,8442.0,7647.0,https://en.wikipedia.org/wiki/Farhadgerd,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%87%D8%A7%D8%AF%DA%AF%D8%B1%D8%AF,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%D8%B1%D9%87%D8%A7%D8%AF%DA%AF%D8%B1%D8%AF&params=35.769_N_59.736_E_
Farim,فریم,مازندران,ساری,مرکز دودانگه,36.1333,53.2167,985.0,,369.0,272.0,"https://en.wikipedia.org/wiki/Farim,_Iran",https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%D9%85_(%D8%B3%D8%A7%D8%B1%DB%8C),https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%D8%B1%DB%8C%D9%85_(%D8%B3%D8%A7%D8%B1%DB%8C)&params=36.1333_N_53.2167_E_
Fariman,فریمان,خراسان رضوی,فریمان,مرکزی,35.7072,59.8506,1393.0,64.0,39515.0,36550.0,https://en.wikipedia.org/wiki/Fariman,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%D9%85%D8%A7%D9%86,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%D8%B1%DB%8C%D9%85%D8%A7%D9%86&params=35.7072_N_59.8506_E_
Farmahin,فرمهین,مرکزی,فراهان,فراهان,34.5044,49.6803,,,5756.0,4297.0,https://en.wikipedia.org/wiki/Farmahin,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%85%D9%87%DB%8C%D9%86,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%D8%B1%D9%85%D9%87%DB%8C%D9%86&params=34.5044_N_49.6803_E_
Farrokh Shahr,فرخ‌شهر,چهارمحال و بختیاری,شهرکرد,فرخ‌شهر,32.2728,50.9822,2190.0,,31739.0,30036.0,https://en.wikipedia.org/wiki/Farrokh_Shahr,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%AE%E2%80%8C%D8%B4%D9%87%D8%B1,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%D8%B1%D8%AE%E2%80%8C%D8%B4%D9%87%D8%B1&params=32.2728_N_50.9822_E_
Farrokhi,فرخی,اصفهان,خور و بیابانک,مرکزی,33.84468667,54.94369467,840.0,,2968.0,2502.0,"https://en.wikipedia.org/wiki/Farrokhi,_Isfahan",https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%AE%DB%8C_(%D8%AE%D9%88%D8%B1_%D9%88_%D8%A8%DB%8C%D8%A7%D8%A8%D8%A7%D9%86%DA%A9),https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%D8%B1%D8%AE%DB%8C_(%D8%AE%D9%88%D8%B1_%D9%88_%D8%A8%DB%8C%D8%A7%D8%A8%D8%A7%D9%86%DA%A9)&params=33.84468667_N_54.94369467_E_
Farsan,فارسان,چهارمحال و بختیاری,فارسان,مرکزی,32.2569,50.5642,20722.0,2500.0,30504.0,28013.0,https://en.wikipedia.org/wiki/Farsan,https://fa.wikipedia.org/wiki/%D9%81%D8%A7%D8%B1%D8%B3%D8%A7%D9%86,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%D8%A7%D8%B1%D8%B3%D8%A7%D9%86&params=32.2569_N_50.5642_E_
Faruj,فاروج,خراسان شمالی,فاروج,مرکزی,37.230925,58.217906,12304.0,,12061.0,11731.0,https://en.wikipedia.org/wiki/Faruj,https://fa.wikipedia.org/wiki/%D9%81%D8%A7%D8%B1%D9%88%D8%AC,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%D8%A7%D8%B1%D9%88%D8%AC&params=37.230925_N_58.217906_E_
Faryab,فاریاب,کرمان,فاریاب,مرکزی,,,662.0,,4863.0,6025.0,"https://en.wikipedia.org/wiki/Faryab,_Iran",https://fa.wikipedia.org/wiki/%D9%81%D8%A7%D8%B1%DB%8C%D8%A7%D8%A8_(%DA%A9%D8%B1%D9%85%D8%A7%D9%86),
Fasa,فسا,فارس,فسا,مرکزی,28.55,53.39,1350.0,255.0,110825.0,104809.0,https://en.wikipedia.org/wiki/Fasa,https://fa.wikipedia.org/wiki/%D9%81%D8%B3%D8%A7,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%D8%B3%D8%A7&params=28.55_N_53.39_E_
Fasham,اوشان، فشم، میگون,تهران,شمیران,رودبارقصران,35.9308,51.5261,1917.0,602.0,6945.0,7994.0,https://en.wikipedia.org/wiki/Fasham,https://fa.wikipedia.org/wiki/%D8%A7%D9%88%D8%B4%D8%A7%D9%86%D8%8C_%D9%81%D8%B4%D9%85%D8%8C_%D9%85%DB%8C%DA%AF%D9%88%D9%86,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D8%A7%D9%88%D8%B4%D8%A7%D9%86%D8%8C_%D9%81%D8%B4%D9%85%D8%8C_%D9%85%DB%8C%DA%AF%D9%88%D9%86&params=35.9308_N_51.5261_E_
Fazelabad,فاضل‌آباد,گلستان,علی‌آباد,کمالان,36.898456,54.750928,200.0,,19461.0,14548.0,"https://en.wikipedia.org/wiki/Fazelabad,_Golestan",https://fa.wikipedia.org/wiki/%D9%81%D8%A7%D8%B6%D9%84%E2%80%8C%D8%A2%D8%A8%D8%A7%D8%AF_(%DA%AF%D9%84%D8%B3%D8%AA%D8%A7%D9%86),https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%D8%A7%D8%B6%D9%84%E2%80%8C%D8%A2%D8%A8%D8%A7%D8%AF_(%DA%AF%D9%84%D8%B3%D8%AA%D8%A7%D9%86)&params=36.89845600_N_54.75092800_E_
Ferdows,فردوس,خراسان جنوبی,فردوس,مرکزی,34.018,58.172,12933.0,1452.0,28695.0,25968.0,https://en.wikipedia.org/wiki/Ferdows,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%AF%D9%88%D8%B3,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%D8%B1%D8%AF%D9%88%D8%B3&params=34.018_N_58.172_E_
Ferdowsieh,فردوسیه,تهران,شهریار,جوقین,35.6,51.0667,1093.0,,34221.0,24508.0,https://en.wikipedia.org/wiki/Ferdowsieh,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%AF%D9%88%D8%B3%DB%8C%D9%87,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%D8%B1%D8%AF%D9%88%D8%B3%DB%8C%D9%87&params=35.6000_N_51.0667_E_
Fereydunkenar,فریدون کنار,مازندران,فریدون کنار,مرکزی,36.6889,52.5358,13.0,,38154.0,36192.0,https://en.wikipedia.org/wiki/Fereydunkenar,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%D8%AF%D9%88%D9%86%E2%80%8C%DA%A9%D9%86%D8%A7%D8%B1,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%D8%B1%DB%8C%D8%AF%D9%88%D9%86%E2%80%8C%DA%A9%D9%86%D8%A7%D8%B1&params=36.6889_N_52.5358_E_
Fereydunshahr,فریدون شهر,اصفهان,فریدون شهر,مرکزی,32.94,50.12,2530.0,20000.0,13603.0,14007.0,https://en.wikipedia.org/wiki/Fereydunshahr,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%D8%AF%D9%88%D9%86%E2%80%8C%D8%B4%D9%87%D8%B1,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%D8%B1%DB%8C%D8%AF%D9%88%D9%86%E2%80%8C%D8%B4%D9%87%D8%B1&params=32.94_N_50.12_E_
Ferunabad,فرون‌آباد,,,,,,,,21682.0,14437.0,https://en.wikipedia.org/wiki/Ferunabad,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%88%D9%86%E2%80%8C%D8%A2%D8%A8%D8%A7%D8%AF,
Feyzabad,فیض‌آباد,خراسان رضوی,مه‌ولات,مرکزی,35.021,58.79,940.0,3256.0,18120.0,16253.0,"https://en.wikipedia.org/wiki/Feyzabad,_Razavi_Khorasan",https://fa.wikipedia.org/wiki/%D9%81%DB%8C%D8%B6%E2%80%8C%D8%A2%D8%A8%D8%A7%D8%AF_(%D9%85%D9%87%E2%80%8C%D9%88%D9%84%D8%A7%D8%AA),https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%DB%8C%D8%B6%E2%80%8C%D8%A2%D8%A8%D8%A7%D8%AF_(%D9%85%D9%87%E2%80%8C%D9%88%D9%84%D8%A7%D8%AA)&params=35.021_N_58.790_E_
Fin,فین,هرمزگان,بندرعباس,,27.6378,55.8986,325.0,,3939.0,5279.0,"https://en.wikipedia.org/wiki/Fin,_Iran",https://fa.wikipedia.org/wiki/%D9%81%DB%8C%D9%86_(%D9%87%D8%B1%D9%85%D8%B2%DA%AF%D8%A7%D9%86),https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%DB%8C%D9%86_(%D9%87%D8%B1%D9%85%D8%B2%DA%AF%D8%A7%D9%86)&params=27.6378_N_55.8986_E_
Firuraq,فیرورق,آذربایجان غربی,خوی,مرکزی,38.5781,44.8758,1154.0,,9190.0,8837.0,https://en.wikipedia.org/wiki/Firuraq,https://fa.wikipedia.org/wiki/%D9%81%DB%8C%D8%B1%D9%88%D8%B1%D9%82,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%DB%8C%D8%B1%D9%88%D8%B1%D9%82&params=38.5781_N_44.8758_E_
Firuzabad,فیروزآباد,لرستان,سلسله,فیروزآباد,33.535,48.615,,,3399.0,2876.0,"https://en.wikipedia.org/wiki/Firuzabad,_Lorestan",https://fa.wikipedia.org/wiki/%D9%81%DB%8C%D8%B1%D9%88%D8%B2%D8%A2%D8%A8%D8%A7%D8%AF_(%D8%B3%D9%84%D8%B3%D9%84%D9%87),https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%DB%8C%D8%B1%D9%88%D8%B2%D8%A2%D8%A8%D8%A7%D8%AF_(%D8%B3%D9%84%D8%B3%D9%84%D9%87)&params=33.535_N_48.615_E_
Firuzabad,فیروزآباد,فارس,فیروزآباد,مرکزی,28.86129,52.57725,1351.0,14892.0,65417.0,64969.0,"https://en.wikipedia.org/wiki/Firuzabad,_Fars",https://fa.wikipedia.org/wiki/%D9%81%DB%8C%D8%B1%D9%88%D8%B2%D8%A2%D8%A8%D8%A7%D8%AF,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%DB%8C%D8%B1%D9%88%D8%B2%D8%A2%D8%A8%D8%A7%D8%AF&params=28.86129_N_52.57725_E_
Firuzan,فیروزان,همدان,نهاوند,خزل,34.2833,48.2408,1507.0,,5173.0,4635.0,https://en.wikipedia.org/wiki/Firuzan,https://fa.wikipedia.org/wiki/%D9%81%DB%8C%D8%B1%D9%88%D8%B2%D8%A7%D9%86,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%DB%8C%D8%B1%D9%88%D8%B2%D8%A7%D9%86&params=34.2833_N_48.2408_E_
Firuzeh,فیروزه,خراسان رضوی,فیروزه,مرکزی,36.287,58.588,1550.0,,5884.0,5769.0,https://en.wikipedia.org/wiki/Firuzeh,https://fa.wikipedia.org/wiki/%D9%81%DB%8C%D8%B1%D9%88%D8%B2%D9%87_(%D8%AE%D8%B1%D8%A7%D8%B3%D8%A7%D9%86_%D8%B1%D8%B6%D9%88%DB%8C),https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%DB%8C%D8%B1%D9%88%D8%B2%D9%87_(%D8%AE%D8%B1%D8%A7%D8%B3%D8%A7%D9%86_%D8%B1%D8%B6%D9%88%DB%8C)&params=36.287_N_58.588_E_
Firuzkuh,فیروزکوه,تهران,فیروزکوه,مرکزی,35.45,52.44,1930.0,,17453.0,20371.0,"https://en.wikipedia.org/wiki/Firuzkuh,_Iran",https://fa.wikipedia.org/wiki/%D9%81%DB%8C%D8%B1%D9%88%D8%B2%DA%A9%D9%88%D9%87_(%D8%AA%D9%87%D8%B1%D8%A7%D9%86),https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%DB%8C%D8%B1%D9%88%D8%B2%DA%A9%D9%88%D9%87_(%D8%AA%D9%87%D8%B1%D8%A7%D9%86)&params=35.45_N_52.44_E_
Fishvar,فیشور,,,,,,,,,,https://en.wikipedia.org/wiki/Fishvar,https://fa.wikipedia.org/wiki/%D9%81%DB%8C%D8%B4%D9%88%D8%B1,
Fuladshahr,فولادشهر,اصفهان,لنجان,فولادشهر,32.48782503,51.40321153,16441770.0,8700.0,88426.0,66903.0,https://en.wikipedia.org/wiki/Fuladshahr,https://fa.wikipedia.org/wiki/%D9%81%D9%88%D9%84%D8%A7%D8%AF%D8%B4%D9%87%D8%B1,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%D9%88%D9%84%D8%A7%D8%AF%D8%B4%D9%87%D8%B1&params=32.48782503_N_51.40321153_E_
Fuman,فومن,گیلان,فومن,مرکزی,37.2239,49.3125,34.0,293.0,35841.0,30608.0,"https://en.wikipedia.org/wiki/Fuman,_Iran",https://fa.wikipedia.org/wiki/%D9%81%D9%88%D9%85%D9%86,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D9%81%D9%88%D9%85%D9%86&params=37.2239_N_49.3125_E_
Gahru,گهرو,چهارمحال و بختیاری,کیار,شلمزار,32.025,50.8869,2140.0,9856.0,6263.0,5949.0,https://en.wikipedia.org/wiki/Gahru,https://fa.wikipedia.org/wiki/%DA%AF%D9%87%D8%B1%D9%88,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%AF%D9%87%D8%B1%D9%88&params=32.0250_N_50.8869_E_
Gahvareh,گهواره,کرمانشاه,دالاهو,گهواره,34.34595911,46.41740658325396,1450.0,,4050.0,4619.0,https://en.wikipedia.org/wiki/Gahvareh,https://fa.wikipedia.org/wiki/%DA%AF%D9%87%D9%88%D8%A7%D8%B1%D9%87_(%D8%AF%D8%A7%D9%84%D8%A7%D9%87%D9%88),https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%AF%D9%87%D9%88%D8%A7%D8%B1%D9%87_(%D8%AF%D8%A7%D9%84%D8%A7%D9%87%D9%88)&params=34.34595911_N_46.41740658325396_E_
Galikash,گالیکش,گلستان,گالیکش,,37.2661,55.4367,210.0,,23394.0,20831.0,https://en.wikipedia.org/wiki/Galikash,https://fa.wikipedia.org/wiki/%DA%AF%D8%A7%D9%84%DB%8C%DA%A9%D8%B4,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%AF%D8%A7%D9%84%DB%8C%DA%A9%D8%B4&params=37.2661_N_55.4367_E_
Galleh Dar,گله‌دار,,,,27.6644,52.6586,,,13448.0,11354.0,https://en.wikipedia.org/wiki/Galleh_Dar,https://fa.wikipedia.org/wiki/%DA%AF%D9%84%D9%87%E2%80%8C%D8%AF%D8%A7%D8%B1_(%D9%85%D9%87%D8%B1),https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%AF%D9%84%D9%87%E2%80%8C%D8%AF%D8%A7%D8%B1_(%D9%85%D9%87%D8%B1)&params=27.6644_N_52.6586_E_
Galmurti,گلمورتی,سیستان و بلوچستان,دلگان,مرکزی,27.4572,59.4431,383.0,,10292.0,8310.0,https://en.wikipedia.org/wiki/Galmurti,https://fa.wikipedia.org/wiki/%DA%AF%D9%84%D9%85%D9%88%D8%B1%D8%AA%DB%8C,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%AF%D9%84%D9%85%D9%88%D8%B1%D8%AA%DB%8C&params=27.4572_N_59.4431_E_
Galugah,گلوگاه,مازندران,بابل,بندپی شرقی، دهستان سجادرود,36.18,52.37,,212212.0,6908.0,2643.0,"https://en.wikipedia.org/wiki/Galugah,_Babol",https://fa.wikipedia.org/wiki/%DA%AF%D9%84%D9%88%DA%AF%D8%A7%D9%87_(%D8%A8%D8%A7%D8%A8%D9%84),https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%AF%D9%84%D9%88%DA%AF%D8%A7%D9%87_(%D8%A8%D8%A7%D8%A8%D9%84)&params=36.18_N_52.37_E_
Galugah,گلوگاه,مازندران,گلوگاه,,36.7297,53.8083,25.0,,21352.0,19625.0,https://en.wikipedia.org/wiki/Galugah,https://fa.wikipedia.org/wiki/%DA%AF%D9%84%D9%88%DA%AF%D8%A7%D9%87,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%AF%D9%84%D9%88%DA%AF%D8%A7%D9%87&params=36.7297_N_53.8083_E_
Ganaveh,گناوه,بوشهر,گناوه,مرکزی,29.567821,50.516853,,1837.0,73472.0,64110.0,https://en.wikipedia.org/wiki/Bandar_Ganaveh,https://fa.wikipedia.org/wiki/%D8%A8%D9%86%D8%AF%D8%B1_%DA%AF%D9%86%D8%A7%D9%88%D9%87,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%D8%A8%D9%86%D8%AF%D8%B1_%DA%AF%D9%86%D8%A7%D9%88%D9%87&params=29.567821_N_50.516853_E_
Gandoman,گندمان,چهارمحال و بختیاری,بروجن,,31.8664,51.1581,,,6291.0,5761.0,https://en.wikipedia.org/wiki/Gandoman,https://fa.wikipedia.org/wiki/%DA%AF%D9%86%D8%AF%D9%85%D8%A7%D9%86,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%AF%D9%86%D8%AF%D9%85%D8%A7%D9%86&params=31.8664_N_51.1581_E_
Garab,گراب,لرستان,کوهدشت,طرهان,33.4542,47.2753,,,3295.0,3200.0,"https://en.wikipedia.org/wiki/Garab,_Lorestan",https://fa.wikipedia.org/wiki/%DA%AF%D8%B1%D8%A7%D8%A8_(%DA%A9%D9%88%D9%87%D8%AF%D8%B4%D8%AA),https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%AF%D8%B1%D8%A7%D8%A8_(%DA%A9%D9%88%D9%87%D8%AF%D8%B4%D8%AA)&params=33.4542_N_47.2753_E_
Garab-e Sofla,گراب سفلی,کهگیلویه و بویراحمد,بویراحمد,لوداب,30.95,50.8667,1711.0,,545.0,492.0,https://en.wikipedia.org/wiki/Garab-e_Sofla,https://fa.wikipedia.org/wiki/%DA%AF%D8%B1%D8%A7%D8%A8_%D8%B3%D9%81%D9%84%DB%8C,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%AF%D8%B1%D8%A7%D8%A8_%D8%B3%D9%81%D9%84%DB%8C&params=30.9500_N_50.8667_E_
Garmab,گرماب,زنجان,خدابنده,افشار,35.846867,48.197832,1588.0,,3823.0,4021.0,https://en.wikipedia.org/wiki/Garmab,https://fa.wikipedia.org/wiki/%DA%AF%D8%B1%D9%85%D8%A7%D8%A8_(%D8%AE%D8%AF%D8%A7%D8%A8%D9%86%D8%AF%D9%87),https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%AF%D8%B1%D9%85%D8%A7%D8%A8_(%D8%AE%D8%AF%D8%A7%D8%A8%D9%86%D8%AF%D9%87)&params=35.84686700_N_48.19783200_E_
Garmdarreh,گرمدره,البرز,کرج,مرکزی,35.7558,51.0692,1231.0,,22726.0,13248.0,https://en.wikipedia.org/wiki/Garmdarreh,https://fa.wikipedia.org/wiki/%DA%AF%D8%B1%D9%85%D8%AF%D8%B1%D9%87,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%AF%D8%B1%D9%85%D8%AF%D8%B1%D9%87&params=35.7558_N_51.0692_E_
Garmeh,گرمه,خراسان شمالی,گرمه,مرکزی,36.9878,56.2868,2118.0,,10933.0,10716.0,https://en.wikipedia.org/wiki/Garmeh,https://fa.wikipedia.org/wiki/%DA%AF%D8%B1%D9%85%D9%87,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%AF%D8%B1%D9%85%D9%87&params=36.9878_N_56.2868_E_
Garmsar,گرمسار,سمنان,گرمسار,مرکزی,35.12,52.2,850.0,,48672.0,40985.0,https://en.wikipedia.org/wiki/Garmsar,https://fa.wikipedia.org/wiki/%DA%AF%D8%B1%D9%85%D8%B3%D8%A7%D8%B1,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%AF%D8%B1%D9%85%D8%B3%D8%A7%D8%B1&params=35.12_N_52.20_E_
Garuk,گروگ,هرمزگان,سیریک,مرکزی,26.589167,57.093056,11.0,,4008.0,4008.0,"https://en.wikipedia.org/wiki/Garuk,_Hormozgan",https://fa.wikipedia.org/wiki/%DA%AF%D8%B1%D9%88%DA%AF,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%AF%D8%B1%D9%88%DA%AF&params=26.589167_N_57.093056_E_
Gatab,گتاب,مازندران,بابل,گتاب,36.4167,52.65,30.0,12.0,7374.0,7242.0,https://en.wikipedia.org/wiki/Gatab,https://fa.wikipedia.org/wiki/%DA%AF%D8%AA%D8%A7%D8%A8,https://geohack.toolforge.org/geohack.php?language=fa&pagename=%DA%AF%D8%AA%D8%A7%D8%A8&params=36.4167_N_52.6500_E_
